Symbol,Date,Open,High,Low,Close,Percent Change,Volume,Turn Over
BANKING,3/22/2023,1255,1263.64,1243.44,1246.5,-0.61%,"261,166,392.60",-
BANKING,3/20/2023,1247.41,1258.33,1246.71,1254.11,0.54%,"237,384,295.30",-
BANKING,3/19/2023,1253.18,1258.76,1244.07,1247.41,-0.54%,"223,714,807.70",-
BANKING,3/16/2023,1259.08,1259.97,1243.16,1254.13,-0.39%,"244,945,999.90",-
BANKING,3/15/2023,1270.31,1273.29,1251.46,1259.08,-0.78%,"304,315,010.90",-
BANKING,3/14/2023,1272.26,1279.6,1262.83,1269.02,-0.31%,"312,593,567.40",-
BANKING,3/13/2023,1288.87,1292.65,1268.54,1272.96,-1.57%,"289,105,194.30",-
BANKING,3/12/2023,1315.37,1322.09,1290.47,1293.32,-1.68%,"226,961,765.40",-
BANKING,3/9/2023,1291.83,1316.6,1290.81,1315.37,1.82%,"221,920,136.20",-
BANKING,3/7/2023,1285.08,1297.41,1283.38,1291.83,0.53%,"181,973,963.30",-
BANKING,3/5/2023,1297.16,1303.98,1282.43,1285.08,-0.93%,"203,214,183.10",-
BANKING,3/2/2023,1309.52,1311.47,1296.11,1297.16,-0.94%,"210,470,893.10",-
BANKING,3/1/2023,1317.15,1322.1,1307.81,1309.52,-0.58%,"186,557,115.80",-
BANKING,2/28/2023,1321.37,1330,1315.46,1317.15,-0.34%,"160,210,412.10",-
BANKING,2/27/2023,1322.94,1335.45,1309.78,1321.68,0.83%,"250,461,914.00",-
BANKING,2/26/2023,1334.69,1334.69,1303.52,1322.94,-0.87%,"314,820,335.10",-
BANKING,2/23/2023,1357.87,1357.87,1328.07,1334.51,-1.78%,"459,032,025.80",-
BANKING,2/22/2023,1343.2,1361.79,1338.45,1358.73,1.25%,"270,055,626.80",-
BANKING,2/20/2023,1353.04,1353.59,1335.72,1341.9,-0.75%,"325,926,197.20",-
BANKING,2/16/2023,1358.79,1363.85,1350.68,1352.01,-0.64%,"226,386,676.30",-
BANKING,2/15/2023,1367.89,1373.87,1357.73,1360.66,-0.50%,"275,779,261.90",-
BANKING,2/14/2023,1379.04,1379.04,1364.48,1367.51,-0.76%,"265,664,799.40",-
BANKING,2/12/2023,1407.72,1407.72,1375.21,1377.99,-1.99%,"345,780,016.60",-
BANKING,2/9/2023,1401.64,1406.93,1390.88,1405.96,0.31%,"343,847,767.70",-
BANKING,2/8/2023,1403.61,1420.66,1397.22,1401.64,-0.03%,"552,177,373.90",-
BANKING,2/7/2023,1370.34,1403.07,1368.41,1402.05,2.31%,"446,118,208.40",-
BANKING,2/6/2023,1364.62,1370.35,1359.08,1370.34,0.41%,"267,839,004.60",-
BANKING,2/5/2023,1365.47,1374.48,1360.72,1364.79,0.12%,"326,382,901.20",-
BANKING,2/2/2023,1368.08,1377.84,1360.27,1363.13,-0.40%,"366,913,508.50",-
BANKING,2/1/2023,1369.24,1372.91,1361.76,1368.56,0.10%,"305,267,628.60",-
BANKING,1/31/2023,1379.15,1380.05,1365.59,1367.14,-0.79%,"304,233,464.20",-
BANKING,1/30/2023,1388.87,1392.49,1376.37,1378.07,-1.13%,"338,384,576.13",-
BANKING,1/29/2023,1402.25,1406.49,1391.97,1393.86,-0.52%,"316,692,325.10",-
BANKING,1/26/2023,1408.3,1414.48,1398.69,1401.14,-0.43%,"302,357,049.70",-
BANKING,1/25/2023,1417.15,1422.95,1406.69,1407.2,-0.53%,"378,897,109.40",-
BANKING,1/24/2023,1417.87,1425.27,1406.72,1414.66,-0.15%,"436,799,617.50",-
BANKING,1/23/2023,1411.17,1434.17,1410.83,1416.81,1.08%,"953,966,103.50",-
BANKING,1/19/2023,1393.85,1410.05,1387.65,1401.64,0.66%,"453,548,346.70",-
BANKING,1/18/2023,1404.65,1411.03,1389.58,1392.42,-0.71%,"378,760,940.10",-
BANKING,1/17/2023,1410.38,1412.13,1395.57,1402.37,-0.32%,"338,016,582.40",-
BANKING,1/12/2023,1432.73,1450.14,1403,1406.82,-1.06%,"540,693,944.90",-
BANKING,1/10/2023,1414.88,1466.84,1414.88,1421.86,0.65%,"1,155,282,863.60",-
BANKING,1/9/2023,1389.53,1413.4,1377.58,1412.67,2.11%,"819,088,015.90",-
BANKING,1/8/2023,1389.35,1397.06,1382.71,1383.45,-0.88%,"604,582,007.30",-
BANKING,1/5/2023,1404.07,1415.71,1390.48,1395.7,-0.34%,"623,137,967.50",-
BANKING,1/4/2023,1388.98,1400.95,1382.34,1400.44,1.23%,"431,676,138.90",-
BANKING,1/3/2023,1388.47,1396.47,1378.6,1383.45,-0.24%,"430,209,361.80",-
BANKING,1/2/2023,1377.66,1394.18,1368.54,1386.83,1.04%,"560,448,121.70",-
BANKING,1/1/2023,1372.73,1397.45,1365.71,1372.53,0.49%,"693,571,945.80",-
BANKING,12/29/2022,1341.31,1367.09,1334.51,1365.78,1.82%,"512,229,193.70",-
BANKING,12/28/2022,1359.46,1360.21,1339.29,1341.31,-0.99%,"414,235,428.00",-
BANKING,12/27/2022,1323.06,1365.74,1323.06,1354.75,2.66%,"858,574,635.00",-
BANKING,12/26/2022,1281.23,1319.72,1280.67,1319.68,3.35%,"396,823,643.30",-
BANKING,12/22/2022,1274.49,1277.83,1270.25,1276.87,0.11%,"283,561,628.70",-
BANKING,12/21/2022,1274.9,1284.76,1270.2,1275.49,0.27%,"267,126,091.70",-
BANKING,12/20/2022,1266.58,1278.28,1266.31,1272.11,0.54%,"207,463,894.20",-
BANKING,12/19/2022,1265.8,1271.03,1262.23,1265.24,-0.04%,"231,265,751.90",-
BANKING,12/18/2022,1284.68,1285.13,1262.57,1265.8,-1.52%,"329,714,063.00",-
BANKING,12/15/2022,1290.67,1293.06,1282.45,1285.38,-0.41%,"189,755,866.90",-
BANKING,12/14/2022,1294.63,1302.69,1289.17,1290.67,-0.31%,"180,067,494.60",-
BANKING,12/13/2022,1299.54,1303.39,1289.57,1294.66,-0.38%,"235,354,798.20",-
BANKING,12/12/2022,1305.9,1305.9,1282.29,1299.54,-0.58%,"443,473,346.80",-
BANKING,12/11/2022,1335.72,1337.46,1304.89,1307.13,-2.30%,"277,838,055.80",-
BANKING,12/7/2022,1355.62,1356.96,1336.35,1337.93,-1.29%,"231,164,104.20",-
BANKING,12/6/2022,1363.89,1364.13,1346.31,1355.35,-0.39%,"217,951,183.10",-
BANKING,12/5/2022,1372.04,1375.46,1357.96,1360.66,-0.71%,"258,288,724.30",-
BANKING,12/4/2022,1379.74,1386.46,1368.1,1370.44,-0.67%,"401,123,213.20",-
BANKING,12/1/2022,1361.42,1382.56,1359.01,1379.74,0.99%,"324,564,053.60",-
BANKING,11/30/2022,1366.57,1368.92,1360.24,1366.26,-0.02%,"190,845,433.70",-
BANKING,11/29/2022,1369.13,1373.14,1355.65,1366.57,-0.07%,"214,711,770.00",-
BANKING,11/28/2022,1380.82,1388.27,1366.34,1367.55,-0.73%,"327,451,078.90",-
BANKING,11/27/2022,1358.21,1377.6,1356.25,1377.6,1.42%,"330,189,053.90",-
BANKING,11/24/2022,1352.89,1358.3,1346.1,1358.3,0.44%,"165,909,275.00",-
BANKING,11/23/2022,1359.78,1361.63,1347.7,1352.35,-0.50%,"314,116,540.90",-
BANKING,11/22/2022,1359.14,1372.92,1355.13,1359.18,0.09%,"315,493,313.80",-
BANKING,11/17/2022,1345.65,1358.04,1345.65,1357.92,0.91%,"140,390,500.50",-
BANKING,11/16/2022,1337.12,1345.7,1335.72,1345.65,0.61%,"105,441,783.10",-
BANKING,11/15/2022,1336.38,1346.31,1335.98,1337.48,0.08%,"105,698,240.20",-
BANKING,11/14/2022,1331.79,1337.3,1328,1336.38,0.35%,"112,481,644.10",-
BANKING,11/13/2022,1336,1342.79,1329.78,1331.78,-0.40%,"96,358,471.50",-
BANKING,11/10/2022,1347.72,1355.97,1334.79,1337.08,-0.68%,"144,661,115.60",-
BANKING,11/9/2022,1359.23,1372.06,1344.49,1346.3,-1.03%,"174,932,756.70",-
BANKING,11/8/2022,1364.32,1365.62,1357.59,1360.34,-0.29%,"166,932,240.00",-
BANKING,11/7/2022,1370.36,1374.78,1362.27,1364.31,-0.29%,"232,493,957.90",-
BANKING,11/6/2022,1359.3,1368.96,1352.3,1368.26,0.84%,"257,694,457.00",-
BANKING,11/3/2022,1369.4,1369.4,1354.8,1356.88,-0.83%,"206,765,550.00",-
BANKING,11/2/2022,1373.19,1379.93,1360.77,1368.24,-0.19%,"260,074,528.20",-
BANKING,11/1/2022,1343.24,1376.44,1338.21,1370.85,2.20%,"307,970,317.90",-
BANKING,10/31/2022,1324.85,1342.61,1324.85,1341.38,0.00%,"9,508,016.50",-
BANKING,10/23/2022,1310.98,1321.89,1309.89,1321.22,0.84%,"180,258,581.50",-
BANKING,10/20/2022,1310.26,1312.52,1302.88,1310.17,-0.01%,"111,681,680.90",-
BANKING,10/19/2022,1312,1314.5,1305.25,1310.26,-0.21%,"110,490,596.60",-
BANKING,10/17/2022,1312.59,1317.26,1306.43,1313.06,0.12%,"144,227,614.90",-
BANKING,10/16/2022,1307.72,1311.79,1299.28,1311.54,0.25%,"186,279,837.30",-
BANKING,10/13/2022,1307.35,1315.73,1300.01,1308.29,0.07%,"181,042,610.50",-
BANKING,10/12/2022,1302.08,1309.06,1299.29,1307.35,0.32%,"123,536,915.70",-
BANKING,10/11/2022,1312.96,1312.95,1300.66,1303.12,-0.74%,"106,233,637.25",-
BANKING,10/10/2022,1331.61,1334.2,1308.88,1312.83,-1.14%,"125,610,497.20",-
BANKING,10/9/2022,1302.37,1328.4,1302.2,1327.93,1.96%,"125,178,058.80",-
BANKING,9/29/2022,1287.99,1302.36,1285.68,1302.36,1.03%,"99,612,786.50",-
BANKING,9/28/2022,1285.47,1293.4,1285.47,1289.02,0.28%,"77,378,339.10",-
BANKING,9/27/2022,1272.06,1289.3,1271.69,1285.47,0.99%,"94,865,273.90",-
BANKING,9/25/2022,1280.78,1281.82,1265.97,1272.91,-0.64%,"431,205,910.90",-
BANKING,9/22/2022,1281.31,1287.92,1275.71,1281.08,-0.02%,"101,456,371.10",-
BANKING,9/21/2022,1274.79,1289.01,1274.54,1281.31,0.53%,"127,442,003.30",-
BANKING,9/20/2022,1293.65,1295.57,1273.14,1274.57,-1.55%,"201,678,728.82",-
BANKING,9/18/2022,1306,1308.36,1290.45,1294.61,-0.94%,"413,682,300.50",-
BANKING,9/16/2022,1312.66,1312.66,1294.85,1306.94,-0.52%,"112,804,536.20",-
BANKING,9/15/2022,1338.13,1343.26,1311.01,1313.81,-1.82%,"403,765,132.30",-
BANKING,9/14/2022,1315.16,1338.78,1315.15,1338.13,1.86%,"193,172,000.40",-
BANKING,9/13/2022,1302.41,1315.79,1302.41,1313.67,0.86%,"153,383,781.50",-
BANKING,9/12/2022,1307.58,1310.85,1297.77,1302.41,-0.39%,"134,863,688.70",-
BANKING,9/11/2022,1310.07,1316.89,1305.93,1307.57,-0.25%,"122,511,281.40",-
BANKING,9/8/2022,1314.04,1316.08,1307.49,1310.91,-0.31%,"151,220,470.50",-
BANKING,9/7/2022,1319.37,1322.88,1311.78,1314.97,-0.41%,"121,098,936.80",-
BANKING,9/6/2022,1327.19,1329.41,1318.23,1320.35,-0.52%,"149,460,895.30",-
BANKING,9/5/2022,1328.01,1335.38,1325.86,1327.19,-0.10%,"132,732,106.00",-
BANKING,9/4/2022,1327.04,1336.02,1324.04,1328.58,0.12%,"160,484,956.40",-
